Current sim time, airport, event name, airplane id, runway queue size, gate queue size, baggage cart queue size, fuel truck queue size
49.027712, Airport2, LeaveGate, 2.4, 0, 5, 1, 0, 
49.304969, Airport2, StartClean, 2.3, 0, 5, 1, 0, 
50.242258, Airport2, StartClean, 2.5, 0, 5, 1, 0, 
53.629319, Airport2, Leave, 2.2, 0, 5, 1, 0, 
54.332175, Airport2, Leave, 2.1, 0, 5, 1, 0, 
54.655344, Airport2, LoadLuggage, 2.4, 0, 5, 1, 0, 
56.498721, Airport2, LoadLuggage, 2.3, 0, 5, 1, 0, 
59.461122, Airport2, StartEmbark, 2.3, 0, 5, 1, 0, 
60.197279, Airport2, StartEmbark, 2.5, 0, 5, 1, 0, 
61.551653, Airport2, ReleaseFuelTruck, 2.3, 0, 5, 1, 0, 
61.551653, Airport2, LeaveGate, 2.3, 0, 5, 1, 0, 
68.267060, Airport2, ReleaseFuelTruck, 2.5, 0, 5, 1, 0, 
68.267060, Airport2, LeaveGate, 2.5, 0, 5, 1, 0, 
71.158871, Airport2, ReleaseLuggageCart, 2.4, 0, 5, 1, 0, 
71.158871, Airport2, UnloadLuggage, 2.5, 0, 5, 0, 0, 
71.158871, Airport2, LeaveGate, 2.4, 0, 5, 0, 0, 
71.158871, Airport2, DockAtGate, 2.6, 0, 4, 0, 0, 
71.649663, Airport2, LeaveGate, 2.3, 0, 4, 0, 0, 
72.879327, Airport2, ReleaseLuggageCart, 2.3, 0, 4, 0, 0, 
72.879327, Airport2, LeaveGate, 2.3, 0, 4, 0, 0, 
72.879327, Airport2, DockAtGate, 2.7, 0, 3, 0, 0, 
73.067350, Airport2, Taxi2RunwayEA, 2.4, 0, 3, 0, 0, 
73.599360, Airport2, LeaveGate, 2.5, 0, 3, 0, 0, 
73.812675, Airport2, ArriveGate, 2.6, 0, 3, 0, 0, 
73.812675, Airport2, UnloadLuggage, 2.6, 0, 3, 0, 0, 
73.812675, Airport2, FuelPlane, 2.6, 0, 3, 0, 0, 
74.799289, Airport2, ArriveGate, 2.7, 0, 3, 0, 0, 
74.799289, Airport2, FuelPlane, 2.7, 0, 3, 1, 0, 
74.963857, Airport2, Taxi2RunwayEA, 2.3, 0, 3, 1, 0, 
75.099132, Airport2, AcquireRunwayLand, 3.1, 0, 3, 1, 0, 
75.099132, Airport2, Land, 3.1, 0, 3, 1, 0, 
76.629591, Airport2, AcquireRunwayTakeoff, 2.4, 0, 3, 1, 0, 
76.629591, Airport2, Takeoff, 2.4, 0, 3, 1, 0, 
76.904992, Airport2, AcquireRunwayLand, 3.2, 0, 3, 1, 0, 
78.738236, Airport2, AcquireRunwayTakeoff, 2.3, 1, 3, 1, 0, 
79.263687, Airport2, Taxi2Gate, 3.1, 2, 3, 1, 0, 
79.263687, Airport2, Land, 3.2, 1, 3, 1, 0, 
81.057164, Airport2, StartClean, 2.6, 1, 3, 1, 0, 
81.211624, Airport2, StartClean, 2.7, 1, 3, 1, 0, 
83.288739, Airport2, Leave, 2.4, 1, 3, 1, 0, 
83.288739, Airport2, Takeoff, 2.3, 0, 3, 1, 0, 
83.713174, Airport2, AcquireGate, 3.1, 0, 3, 1, 0, 
84.833257, Airport2, Taxi2Gate, 3.2, 0, 4, 1, 0, 
85.560274, Airport2, LoadLuggage, 2.5, 0, 4, 1, 0, 
88.122358, Airport2, LoadLuggage, 2.6, 0, 4, 1, 0, 
89.190758, Airport2, AcquireGate, 3.2, 0, 4, 1, 0, 
91.130370, Airport2, Leave, 2.3, 0, 5, 1, 0, 
91.546640, Airport2, StartEmbark, 2.7, 0, 5, 1, 0, 
91.757223, Airport2, StartEmbark, 2.6, 0, 5, 1, 0, 
92.491138, Airport2, ReleaseFuelTruck, 2.6, 0, 5, 1, 0, 
92.491138, Airport2, LeaveGate, 2.6, 0, 5, 1, 0, 
94.647774, Airport2, ReleaseFuelTruck, 2.7, 0, 5, 1, 0, 
94.647774, Airport2, LeaveGate, 2.7, 0, 5, 1, 0, 
